Cód. Negocio;Tipo Part. <sup>1<sup/>;Cons. id Part.;Núm. unidades;Valor unidad para las operaciones del día t;Valor fondo al cierre del día t;Núm. Invers.;Rentab. dia;Rentab. mes;Rentab. sem;Rentab. año
117050;5;4;100,023.19;$10,473.91;$1,047,633,858.48;1;10.408922;10.402031;0;0
51968;5;2;28,018,783.29;$23,968.21;$671,560,190,376.52;1080;11.617749;15.614421;11.400202;9.580335
51968;4;1;128,144.40;$26,876.22;$3,444,037,005.39;1;13.291462;17.347906;13.070671;11.22359
81171;8;0;5,145,267.87;$22,111.48;$113,769,482,123.97;29;34.48207;18.600607;13.309656;15.319964
109571;5;3;1,548,021.17;$12,467.22;$19,299,527,792.33;355;16.595695;15.213053;21.517166;16.661749
109571;4;1;2,306,180.18;$12,514.82;$28,861,418,838.34;2;16.825333;15.439978;21.756474;16.89152
106809;8;4;441,243.53;$29,632.21;$13,075,019,099.57;50;10.64224;9.966797;10.936832;10.6426
106809;8;2;341,868.16;$25,865.27;$8,842,511,393.96;54;9.578542;8.909595;9.870316;9.578905
106809;8;3;3,847,731.03;$27,681.63;$106,511,467,516.05;116;10.107866;9.435643;10.401005;10.108192
106809;8;1;194,757.81;$22,615.28;$4,404,503,033.03;16;8.534952;7.872463;8.824061;8.53542
106810;8;0;265,381.40;$21,213.36;$5,629,630,088.78;70;11.717607;11.126683;11.293158;11.336404
106813;8;0;1,311,169.05;$14,461.99;$18,962,109,929.60;234;6.676458;8.457223;11.456992;10.577679
106814;8;0;1,110,402.35;$103,515.24;$114,943,567,116.90;2;4.442634;2.924143;10.308384;8.86318
106817;8;0;738,870.23;$18,432.58;$13,619,285,687.29;22;12.205514;14.934279;13.638224;12.863251
106814;8;0;1,110,402.35;$103,515.24;$114,943,567,116.90;2;4.442634;2.924143;10.308384;8.86318
106817;8;0;738,870.23;$18,432.58;$13,619,285,687.29;22;12.205514;14.934279;13.638224;12.863251
106811;8;0;2,992,773.97;$87,494.49;$261,851,227,904.64;16;-1.491523;41.317837;17.795265;23.91033
106812;8;0;4,520,376.78;$90,268.04;$408,045,540,631.79;41;9.587808;19.644457;82.731155;51.76002
106816;8;0;1,477,433.70;$38,819.43;$57,353,127,532.30;36;21.485443;17.02956;6.499339;9.997497
106818;8;0;1,183,550.16;$45,033.79;$53,299,747,905.11;19;-0.839397;-1.01104;4.028245;55.097878
106820;8;0;6,331,904.65;$59,944.95;$379,565,685,101.65;42;0.461193;0.490011;0.192111;3.075693
108402;8;0;13,618,535.36;$21,778.06;$296,585,257,582.66;150;19.985764;14.944257;9.797525;7.714702
112099;8;0;2,147,423.51;$13,151.48;$28,241,797,612.52;30;-2.168364;2.559317;5.698992;24.254242
11407;5;22;24.309;$11,845.84;$287,961.08;1;10.085356;11.326464;12.734133;12.222265
11407;5;19;584,171.11;$20,067.00;$11,722,560,990.89;19;10.031136;11.271637;12.678615;12.166998
11407;5;18;149,608,666.89;$21,344.99;$3,193,395,518,050.70;489;10.357241;11.601408;13.012544;12.499415
11407;5;21;1,078,443.79;$11,193.77;$12,071,846,396.02;2;11.681167;12.94022;14.368238;11.531256
11407;5;20;8,214,895.40;$14,542.65;$119,466,341,963.16;1;11.681169;12.94022;14.368238;13.84897
11427;5;5;183,578.15;$3,393.22;$622,921,360.89;8;10.647802;11.885198;13.915649;13.3289
11427;5;7;23,645,466.67;$3,241.53;$76,647,378,662.73;333;9.830003;11.058274;13.073759;12.491335
11427;5;3;41,419,709.09;$3,393.22;$140,546,256,663.02;36;10.647802;11.885198;13.915649;13.3289
11427;5;4;1,517,595.45;$3,271.22;$4,964,394,514.62;18;9.992587;11.222682;13.241142;12.657858
11427;5;6;294,860,343.83;$3,241.53;$955,797,267,289.83;89;9.830003;11.058274;13.073759;12.491335
11427;5;8;7,367,882.79;$3,212.44;$23,668,916,186.09;530;9.667885;10.89435;12.906868;12.325301
11403;5;14;375,499.93;$3,441.82;$1,292,404,995.95;32;10.366414;11.962656;13.255255;12.762922
11403;5;13;491,986.31;$3,432.19;$1,688,592,044.91;38;10.311865;11.907327;13.199289;12.707198
11403;5;12;23,304.88;$3,422.59;$79,763,104.74;10;10.257383;11.852052;13.143378;12.651529
11403;5;11;31,278,032.38;$3,403.49;$106,454,391,962.06;126;10.14856;11.741665;13.03172;12.540356
11403;5;16;21,562,985.75;$12,419.07;$267,792,291,465.22;1;9.98574;11.576492;12.864645;12.374005
11407;5;22;24.309;$11,845.84;$287,961.08;1;10.085356;11.326464;12.734133;12.222265
11407;5;19;584,171.11;$20,067.00;$11,722,560,990.89;19;10.031136;11.271637;12.678615;12.166998
11407;5;18;149,608,666.89;$21,344.99;$3,193,395,518,050.70;489;10.357241;11.601408;13.012544;12.499415
11407;5;20;8,214,895.40;$14,542.65;$119,466,341,963.16;1;11.681169;12.94022;14.368238;13.84897
11407;5;21;1,078,443.79;$11,193.77;$12,071,846,396.02;2;11.681167;12.94022;14.368238;11.531256
11427;5;7;23,645,466.67;$3,241.53;$76,647,378,662.73;333;9.830003;11.058274;13.073759;12.491335
11427;5;5;183,578.15;$3,393.22;$622,921,360.89;8;10.647802;11.885198;13.915649;13.3289
11427;5;8;7,367,882.79;$3,212.44;$23,668,916,186.09;530;9.667885;10.89435;12.906868;12.325301
11427;5;6;294,860,343.83;$3,241.53;$955,797,267,289.83;89;9.830003;11.058274;13.073759;12.491335
11427;5;4;1,517,595.45;$3,271.22;$4,964,394,514.62;18;9.992587;11.222682;13.241142;12.657858
11427;5;3;41,419,709.09;$3,393.22;$140,546,256,663.02;36;10.647802;11.885198;13.915649;13.3289
58564;5;2;10,221,692.22;$18,276.18;$186,813,493,098.51;19;10.816126;12.759143;14.732424;14.307185
58564;4;2;52,133,916.73;$18,833.81;$981,880,022,758.73;296;9.991406;11.913885;13.873307;13.451041
58564;5;1;13,926,651.17;$24,525.48;$341,557,763,442.30;5417;9.178839;11.084433;13.028552;12.609494
58564;4;1;20,455,762.08;$18,307.41;$374,492,028,563.78;79;9.991408;11.913796;13.871548;13.449516
58564;6;2;936,522.07;$12,724.44;$11,916,717,029.22;1;9.178841;11.086567;13.030555;12.611826
58564;5;3;3,897,448.64;$14,381.50;$56,051,172,253.94;96;9.502425;11.413273;13.36369;12.94417
58699;4;5;34,570.63;$12,648.03;$437,250,530.36;2;-0.667942;168.30748;0;0
58699;4;3;446,829.35;$15,310.19;$6,841,044,403.26;42;-1.30472;166.58502;58.087414;39.690224
58699;5;1;242,493.67;$26,159.35;$6,343,477,068.07;162;-1.885334;165.01503;57.154495;38.752144
58699;4;4;48,009.97;$14,582.91;$700,125,159.53;3;0.077062;170.32089;60.306458;41.827984
58877;5;2;4,523,789.39;$18,752.71;$84,833,329,997.02;49;16.35591;12.074611;22.29651;18.497578
58877;5;1;7,355,425.25;$18,575.83;$136,633,127,458.76;1050;15.782943;11.520192;21.69246;17.912489
58877;4;2;4,328,291.80;$20,114.51;$87,061,456,171.38;47;16.702414;12.410604;22.66333;18.853434
58877;4;3;22,041,180.59;$19,097.05;$420,921,602,248.62;35;16.934563;12.635453;22.908371;19.090078
58877;4;1;7,979,427.27;$21,223.88;$169,354,409,734.48;9;17.518984;13.200377;23.525278;19.68863
60200;4;1;97.215;$6,139,812.74;$596,882,816.67;1;66.93384;29.984816;27.67751;14.023511
60200;5;1;134,728.92;$27,203.11;$3,665,045,496.94;263;15.736122;15.750737;16.971115;17.472971
60273;5;15;14,559,310.71;$12,827.18;$186,754,884,883.30;337;15.706777;16.61891;17.655296;17.652483
71258;4;2;1,697,777.79;$15,625.38;$26,528,430,936.79;12;-0.959112;9.639692;28.575712;4.41155
71258;5;2;145,053.68;$15,652.55;$2,270,459,528.44;4;-1.544043;8.990186;27.81349;3.792135
71258;5;1;216,811.27;$21,412.59;$4,642,491,159.92;70;-1.930181;8.56124;27.310713;3.383765
71258;4;3;412,373.51;$19,047.95;$7,854,870,218.85;2;0.031322;10.740246;29.865755;5.459768
71259;4;3;435,642.29;$12,610.28;$5,493,572,063.59;1;0.106469;-12.908751;3.504237;-10.701328
71259;5;1;358,756.72;$12,505.55;$4,486,451,157.60;57;-1.615341;-14.413989;1.71666;-12.24408
71259;4;2;933,754.84;$13,358.49;$12,473,551,580.96;13;-0.638754;-13.559749;2.730647;-11.369075
71259;5;2;442,833.10;$12,885.11;$5,705,954,741.23;15;-1.178256;-14.031123;2.170673;-11.852313
93624;4;3;415,007.23;$9,093.55;$3,773,890,871.72;3;-0.867424;-0.965199;7.47872;-11.794695
93624;5;1;153,002.51;$9,067.13;$1,387,294,097.44;41;-1.839383;-1.940189;6.420551;-12.66353
93624;5;2;124,462.10;$9,199.49;$1,144,987,768.85;3;-1.452889;-1.552306;6.841554;-12.317891
93624;4;1;292,787.39;$9,754.78;$2,856,076,551.69;2;0.123929;0.028952;8.557636;-10.908739
100095;5;1;412,760.44;$13,384.09;$5,524,423,869.56;79;3.59531;6.862843;22.550718;17.956593
100095;5;2;296,218.98;$13,522.84;$4,005,722,335.69;9;4.003143;7.286069;23.035627;18.422422
100095;4;1;602,655.82;$13,590.42;$8,190,347,846.42;34;4.208264;7.497677;23.278418;18.656965
100095;4;3;1,155,218.93;$13,734.91;$15,866,828,547.42;9;4.620934;7.92539;23.76829;19.12882
100095;4;2;533,824.90;$10,814.04;$5,772,806,476.91;3;5.667013;9.008979;0;0
107024;5;1;1,025,480.59;$9,966.46;$10,220,414,836.63;99;5.925597;-21.520912;-8.077716;-15.90029
107024;4;1;1,904,630.55;$10,100.08;$19,236,926,216.65;7;6.714021;-20.934076;-7.390537;-15.272471
108638;4;3;1,901,601.22;$14,867.85;$28,272,728,294.09;4;7.234843;9.349504;27.208591;23.491224
108638;4;5;3,573,166.32;$13,467.95;$48,123,234,301.84;5;6.436702;8.532497;26.258574;22.568853
108638;4;4;956,776.37;$14,497.70;$13,871,058,113.65;7;6.173286;8.262545;25.945108;22.264488
108638;4;1;3,529,357.69;$14,860.51;$52,448,059,645.91;43;6.173284;8.26287;25.94497;22.263845
108638;4;2;2,044,744.73;$14,704.47;$30,066,893,173.01;183;5.132482;7.197551;25.1219;21.562218
60348;4;2;104,198,330.68;$11,485.88;$1,196,809,249,596.37;1286;-3.012251;44.461205;8.043167;4.042346
85000;4;1;1,305,479.75;$8,008.31;$10,454,681,430.64;19;-0.119829;-25.10718;-8.520432;-16.472044
87268;4;6;4,997,323.07;$12,670.44;$63,318,280,294.62;4;13.936834;15.946161;17.298798;17.59683
10824;5;5;11,461,488.72;$24,858.06;$284,910,372,660.51;2;6.679061;12.690834;13.81637;13.750411
10824;5;6;16,435,487.28;$22,254.94;$365,770,746,646.65;480;4.699884;10.833676;12.008922;11.917084
10824;5;2;13,944,590.89;$21,688.26;$302,433,969,783.00;2882;4.140561;10.281132;11.444641;11.366392
10824;5;1;6,654,320.54;$21,474.57;$142,898,663,208.79;12171;4.039506;10.18198;11.360719;11.276762
10824;5;3;30,362,745.27;$21,818.78;$662,477,998,255.48;1578;4.241813;10.381379;11.573772;11.481056
10824;5;7;14,821,255.72;$13,353.58;$197,916,769,799.27;5;7.212362;14.106989;15.686217;15.506678
10824;5;4;40,689,194.05;$21,946.68;$892,992,878,142.13;303;4.343261;10.48148;11.669019;11.577476
10936;5;8;761,692.55;$188,999.41;$143,959,440,224.04;18;9.176691;10.572228;13.283398;12.165639
10936;5;13;30,409,085.20;$11,016.96;$335,015,549,472.68;8;9.718391;11.255564;14.666411;0
10936;5;10;3,098,694.50;$220,412.30;$682,990,391,443.68;37;10.541069;12.123872;15.450007;14.192904
10936;5;7;1,463,149.18;$184,733.69;$270,292,947,452.47;837;8.907836;10.360317;13.063488;11.972981
10936;5;1;6,500,397.15;$172,866.89;$1,123,453,408,335.81;81137;8.056307;9.469054;12.165888;11.0565
10936;5;5;4,157,606.07;$192,999.55;$802,416,093,259.37;45;9.446872;11.115203;13.799605;12.674154
10936;5;6;1,628,617.26;$198,356.37;$323,046,614,925.81;83;9.718391;11.283581;14.524032;13.355629
10936;5;9;226,668.42;$190,460.78;$43,171,444,736.32;3;9.446872;10.865062;13.562539;12.44046
10936;5;12;10,501,069.48;$12,659.10;$132,934,122,801.80;9;9.446872;11.091405;14.300069;13.050938
10936;5;3;4,645,443.25;$178,406.89;$829,379,154,594.78;2020;8.427212;9.870884;12.571917;11.456395
10936;5;2;6,518,990.98;$175,767.53;$1,145,476,883,860.66;12580;8.267942;9.710232;12.406641;11.295489
10936;5;4;7,704,278.02;$182,772.19;$1,408,127,798,415.40;522;8.800664;10.221898;12.944301;11.83222
10936;5;14;10;$10,019.82;$100,198.15;1;9.979679;0;0;0
18462;5;11;489,721.17;$13,774.43;$6,745,629,266.45;58;9.661544;11.33307;13.604551;12.824798
18462;5;15;18,436,767.51;$12,463.07;$229,778,673,760.44;91;8.79867;10.507571;12.304998;11.741939
18462;5;12;5,642,467.41;$13,039.26;$73,573,596,701.52;15;10.593429;12.279121;14.071568;13.48086
18462;5;21;4,818,991.36;$12,599.35;$60,716,182,776.81;28;9.33637;10.99832;12.838015;12.283233
18462;5;13;8,542,727.82;$12,395.68;$105,892,927,476.68;1435;8.478574;10.199407;12.04284;11.449768
18462;5;22;5,988,177.43;$12,543.36;$75,111,846,556.07;7;9.607214;11.284634;13.120188;12.557265
18462;5;14;5,542,761.87;$12,414.25;$68,809,217,444.88;89;8.585063;10.240035;12.081147;11.513787
18462;5;16;10,207,169.48;$12,498.07;$127,569,903,606.11;18;8.905787;10.569094;12.401098;11.863473
18462;5;17;14,399,707.65;$12,615.80;$181,663,769,708.07;12;9.390432;11.095184;12.914645;12.354847
18462;5;18;19,970,124.08;$12,659.61;$252,814,006,171.87;9;9.552938;11.195133;13.052579;12.491048
18462;5;19;45,312,259.49;$12,698.09;$575,378,941,904.67;7;9.661543;11.33307;13.166574;12.61567
18462;5;20;2,050,341.35;$12,528.10;$25,686,890,139.35;428;9.066859;10.723046;12.561718;11.994478
67403;5;9;406,405.48;$12,913.47;$5,248,106,063.15;11;2.028633;119.44112;56.09463;30.892427
67403;5;12;58,318.09;$10,581.98;$617,121,083.37;1;3.252909;122.06879;57.965515;32.462017
67403;5;3;100,928.21;$11,976.36;$1,208,752,596.33;1;2.739251;120.966324;57.18057;31.803482
67403;5;8;221,178.73;$12,591.43;$2,784,957,541.76;29;1.477131;118.25739;55.25184;30.205395
67403;5;7;152,335.45;$12,422.29;$1,892,354,382.22;285;1.228409;117.72358;54.871754;29.852125
67403;5;11;143,167.41;$12,549.91;$1,796,738,440.58;3;2.230664;119.87474;56.40337;31.151443
67404;5;10;3,025,875.95;$13,420.18;$40,607,814,277.23;7;10.688113;12.532711;19.481081;16.681166
67404;5;2;2,401,169.06;$19,893.24;$47,767,038,971.08;501;8.784822;10.060394;15.596638;13.109306
67404;5;6;17,104.17;$16,826.12;$287,796,865.45;17;9.592477;10.819283;16.394253;13.903434
67404;5;9;1,032,449.23;$12,727.30;$13,140,290,712.21;1;9.592465;10.819282;16.394238;13.903427
67404;5;3;3,960,386.56;$20,290.71;$80,359,071,489.62;197;9.052714;10.298908;15.861585;13.375678
67404;5;1;964,834.36;$19,456.97;$18,772,754,304.99;2232;8.518238;9.808414;15.341022;12.860138
67404;5;8;40;$10,013.54;$400,541.45;1;9.060822;0;0;0
67404;5;5;1,008,584.43;$17,733.28;$17,885,508,176.51;10;9.864344;11.695251;18.592056;15.812918
67404;5;4;4,456,626.05;$20,820.52;$92,789,281,125.74;41;9.267977;10.506456;16.076479;13.587082
67404;5;7;2,522,722.01;$15,862.65;$40,017,064,664.36;59;9.267977;10.506457;16.05631;13.577267
73723;5;7;3,273,204.09;$13,522.37;$44,261,467,341.43;10;-3.878565;-11.955993;3.576619;-12.205965
73723;5;1;168,495.44;$12,233.29;$2,061,253,704.79;15;-5.009588;-12.992225;2.351607;-13.242017
73723;5;6;913,485.72;$13,270.99;$12,122,860,453.64;1;-3.687445;-11.780891;3.78253;-12.031353
91394;5;8;5,704.83;$9,450.63;$53,914,233.57;1;259.5436;6.558414;91.91898;73.157715
91394;5;6;57,812.05;$8,316.14;$480,773,027.02;1;257.76102;6.028321;90.96575;72.29718
91394;5;1;26,959.63;$7,854.29;$211,748,731.82;16;257.76102;6.028322;90.963104;72.29579
91394;5;7;28,521.35;$8,179.81;$233,299,322.89;1;259.54358;6.558545;91.918945;73.15767
91394;5;2;40,715.24;$7,916.34;$322,315,737.15;3;257.76102;6.02832;90.96865;72.298485
96832;5;7;4,631.48;$11,605.01;$53,748,437.19;1;6.621226;-16.31335;2.124086;-9.733118
96832;5;6;249,644.77;$11,142.95;$2,781,779,158.11;1;5.985425;-16.812729;1.515005;-10.270865
96832;5;5;314,194.67;$11,075.10;$3,479,736,561.42;10;5.775167;-16.97787;1.313586;-10.448959
96832;5;2;146,471.65;$9,818.11;$1,438,074,311.52;1;5.045769;-17.550753;0.614854;-11.066777
96832;5;1;235,258.71;$10,675.69;$2,511,550,076.64;26;4.839205;-17.71299;0.416978;-11.241739
97466;5;6;936,887.03;$13,081.78;$12,256,151,354.72;9;8.511059;11.791752;13.050224;13.040738
97466;5;7;1,828,880.11;$14,105.01;$25,796,373,275.71;1;10.238233;13.837784;15.687888;15.832337
97466;5;2;1,935,248.25;$12,964.47;$25,089,462,146.58;244;8.034975;11.355738;12.845414;12.732574
97466;5;4;1,236,175.00;$13,041.27;$16,121,295,597.20;9;8.51106;11.791752;13.050224;13.040738
97466;5;5;649,329.72;$13,720.79;$8,909,317,957.38;3;10.789276;14.40677;16.266096;16.411264
97466;5;1;489,212.55;$12,844.00;$6,283,447,867.48;273;7.824717;11.146785;11.491905;12.025737
97466;5;3;2,897,762.55;$12,995.38;$37,657,539,486.34;99;8.193206;11.506055;12.762972;12.761546
97588;5;1;2,380,862.99;$15,918.95;$37,900,827,505.30;111;17.737206;17.611826;20.144442;23.371538
97588;5;3;390,045.37;$15,909.72;$6,205,510,871.61;4;17.737206;17.611826;20.144442;23.371538
97588;5;4;1,309,263.20;$16,624.32;$21,765,606,810.17;1;19.476452;19.349224;21.91915;25.19378
97588;5;2;500,000;$17,374.47;$8,687,233,150.77;1;21.267717;21.13859;23.746937;27.070522
101366;5;1;24,389.28;$11,412.92;$278,352,945.10;17;17.762445;7.672808;18.180239;13.107532
101366;5;9;353,974.41;$12,036.20;$4,260,505,928.75;1;20.410892;10.094952;20.838066;15.651586
101366;5;2;14,447.92;$11,478.76;$165,844,221.53;2;18.050957;7.936672;18.469778;13.384678
101366;5;7;172,989.09;$12,323.43;$2,131,819,310.38;5;19.514969;9.275584;19.938972;14.790979
101366;5;3;66,539.66;$11,514.37;$766,162,231.21;3;18.340887;8.20183;18.760738;13.663182
102610;5;4;1,505,971.35;$14,865.47;$22,386,978,618.94;1;19.0588;19.109137;22.632908;25.248976
102610;5;3;235,313.29;$14,392.79;$3,386,814,218.68;5;17.333965;17.383575;20.85643;23.434711
102610;5;1;2,533,603.40;$14,240.62;$36,080,080,498.73;105;16.770046;16.819399;20.27561;22.841526
107463;5;6;614,717.84;$12,620.33;$7,757,940,694.58;1;10.290665;12.85346;16.986912;14.02061
107463;5;3;173,767.21;$12,083.37;$2,099,693,658.47;2;9.469846;12.013619;16.116396;13.172108
107463;5;1;96,774.84;$12,383.24;$1,198,386,158.63;41;8.929369;11.460619;15.543148;12.61338
107463;5;2;154,710.75;$12,433.43;$1,923,585,760.19;11;9.198941;11.736437;15.829089;12.892066
108387;5;5;107,608.07;$12,412.23;$1,335,655,991.51;1;14.668586;16.888042;19.001596;20.186777
108387;5;7;529,218.34;$13,223.55;$6,998,147,325.49;1;16.96109;19.224794;21.380484;22.589289
108387;5;3;50,038.87;$11,394.81;$570,183,433.65;1;13.831838;16.035147;18.13332;0
108387;5;2;84,608.57;$11,908.08;$1,007,525,352.40;4;13.555626;15.7536;17.846697;19.020407
108387;5;1;48,753.38;$12,839.88;$625,987,380.12;16;13.280744;15.473411;17.561457;18.732332
108387;5;6;200,000;$12,164.57;$2,432,913,366.72;1;16.961088;19.224794;21.380484;0
110358;5;2;120,371.15;$15,895.96;$1,913,415,222.46;9;101.056496;20.734722;49.138943;62.073734
110358;5;10;266,741.02;$16,216.91;$4,325,715,423.54;1;104.5682;22.846539;51.74602;64.90629
110358;5;3;88,668.14;$15,898.23;$1,409,666,921.88;2;101.55078;21.031965;49.505802;0
110358;5;4;148,441.68;$14,806.16;$2,197,851,278.65;1;102.0475;21.330671;49.874626;0
110358;5;1;55,878.60;$15,843.30;$885,301,205.80;20;100.56463;20.438932;48.77372;61.676956
112335;5;4;97,054.87;$11,130.95;$1,080,313,046.48;1;7.340417;-5.123667;12.69117;0
112335;5;1;84,762.93;$11,321.07;$959,607,119.13;48;6.551257;-5.821427;11.862782;11.685957
112335;5;7;24,006.30;$11,304.88;$271,388,332.05;1;7.606067;-4.888783;12.969526;12.791208
112335;5;2;148,214.12;$11,289.11;$1,673,205,613.73;9;6.813022;-5.58998;12.137558;11.9603
112335;5;3;167,375.59;$11,318.82;$1,894,493,389.70;3;7.076072;-5.357396;12.413684;12.235991
112335;5;10;289,323.22;$11,566.22;$3,346,377,384.09;1;8.68191;-3.937536;14.099334;13.918992
112618;5;2;192,616.45;$11,805.96;$2,274,021,664.14;9;11.961335;14.798957;18.730118;15.506749
112618;5;3;147,572.26;$11,832.74;$1,746,184,462.66;2;12.237706;15.082314;19.023151;15.791848
112618;5;7;260,814.15;$11,916.66;$3,108,032,619.64;1;13.640231;16.520287;20.510225;17.23866
112618;5;1;65,925.10;$11,756.93;$775,076,921.85;25;11.686318;14.516989;18.43719;15.222403
113579;5;7;1,298,618.55;$11,375.39;$14,772,286,036.96;1;14.799172;19.174215;17.337952;0
113579;5;6;486,457.82;$11,375.39;$5,533,645,026.95;1;14.799172;19.174215;17.337952;0
113579;5;5;145,230.99;$11,185.73;$1,624,515,233.13;1;12.548931;16.838451;15.038082;0
113579;5;2;240,341.01;$11,092.96;$2,666,092,909.45;15;11.456485;15.704487;13.911284;0
113579;5;1;46,842.94;$11,071.42;$518,617,837.20;17;11.186664;15.424419;13.661704;0
113579;5;3;197,154.69;$11,116.37;$2,191,644,642.69;4;11.72761;15.985915;14.198648;0
115466;5;4;378,964.71;$11,977.85;$4,539,181,011.15;2;55.37973;16.537361;35.814682;0
115466;5;7;24,931.94;$12,036.56;$300,094,694.78;1;55.76388;16.82571;36.17264;0
115466;5;3;119,649.28;$11,960.80;$1,431,100,686.89;2;54.997467;16.25043;35.480427;0
115466;5;2;115,328.90;$11,943.81;$1,377,466,735.61;10;54.617077;15.964904;35.147808;0
115466;5;10;248,327.30;$12,094.23;$3,003,326,923.76;1;57.31962;17.993479;37.51095;0
115466;5;1;90,492.90;$11,985.14;$1,084,570,324.49;32;54.238544;15.680774;34.816814;0
115723;5;1;1,267,825.67;$11,205.67;$14,206,838,366.41;63;20.124561;20.94884;22.721312;0
115723;5;4;1,491,516.19;$11,311.64;$16,871,490,764.55;1;22.47888;23.319267;25.12638;0
115723;5;3;174,992.78;$11,156.01;$1,952,221,630.69;6;20.704638;21.532883;23.31389;0
117569;5;4;38,647.89;$10,223.72;$395,125,157.22;2;8.581538;10.029568;0;0
117569;5;6;125,000;$10,265.58;$1,283,197,959.59;1;10.481283;11.954577;0;0
117569;5;1;49,825.76;$10,185.38;$507,494,075.50;2;7.787165;9.224629;0;0
118816;5;3;223,536.14;$10,168.57;$2,273,043,483.60;5;11.903448;13.188496;0;0
118816;5;4;1,859,869.91;$10,185.41;$18,943,533,415.70;1;13.548666;14.852555;0;0
118816;5;1;2,255,539.01;$10,151.19;$22,896,411,884.87;105;11.365558;12.644447;0;0
34163;8;0;2,463,911.76;$10,879.02;$26,804,941,660.79;81;12.613862;10.087243;3.069478;3.71881
27283;8;0;235,664.46;$2,675.59;$630,541,749.29;2;3.619121;-26.6135;-15.250075;-13.768832
28403;8;0;3,270,441.17;$17,411.23;$56,942,414,427.55;24;0.00306;6.238567;55.22173;28.9959
28405;8;0;2,546,422.98;$16,430.70;$41,839,522,694.80;24;0.006371;4.519747;14.979747;11.782211
34630;8;0;175,294.79;$4,483.91;$786,005,970.52;3;5.08081;-9.442982;-6.416336;-6.394969
34644;8;0;57,246.35;$4,924.63;$281,917,023.85;2;3.855529;-17.028666;-10.135676;-9.759479
38802;8;0;1,567,852.75;$2,007.15;$3,146,915,293.38;24;0.067589;-33.21261;88.34967;-5.962316
50261;8;0;57,897.70;$234,867.25;$13,598,273,190.89;146;-0.173352;3.800843;2.377284;0.141706
50272;8;0;12,420,549.76;$4,293.02;$53,321,729,331.03;1;0.006904;-0.12463;53.711163;19.009169
50276;8;0;7,131,860.95;$32,675.54;$233,037,431,343.24;12;0.537154;8.876414;-21.741499;-23.16637
50277;8;0;5,136,709.50;$3,706.04;$19,036,872,698.14;1;0.004787;-0.043072;53.784542;19.111578
50278;8;0;7,066.50;$31,912.04;$225,506,309.82;1;0.537154;7.607284;-22.565166;-23.841944
50280;8;0;264,691,771,198.06;$0.26;$67,505,234,329.25;5;0;-1.119038;182.86388;69.212
50283;8;0;10,300,111.30;$15,504.46;$159,697,646,882.42;3;0.007453;-25.885149;-16.027313;-21.62271
50287;8;0;42,225,100.64;$247.86;$10,465,830,857.20;1;0.075869;-5.391712;168.97084;57.80127
50304;8;0;2,680,596.08;$15,401.22;$41,284,462,223.97;79;0.001045;-0.050411;27.99916;10.826202
50410;8;0;6,718,823.53;$715.15;$4,804,974,588.57;4;4.085304;-100;-99.82559;-96.50679
50411;8;0;437,708.56;$625.93;$273,973,184.75;2;0.087801;-100;-99.86213;-96.89428
50439;8;0;3,789,876.03;$12,222.06;$46,320,080,812.57;45;-0.561135;5.582769;-9.496638;-2.312995
50518;8;0;99,241.26;$0.63;$62,137.69;2;3990262.2;9937.378;-61.195263;-99.680916
54582;8;0;3,560,132.63;$49,041.41;$174,593,926,728.86;1;0.005457;9.995706;30.727888;21.434465
58247;8;0;106,392,516,855.75;$17.30;$1,841,052,540,760.91;20;0.064525;19.8787;15.557967;15.4886
64114;5;3;1,007,197.86;$15,072.17;$15,180,659,962.59;4;0.064441;-2.982792;-53.892517;-36.249714
64114;5;1;7,118,845.02;$15,865.89;$112,946,841,955.03;3;0.064441;-2.844259;-51.548615;-36.66151
64114;5;2;1,894,487.14;$15,265.60;$28,920,475,171.89;7;0.064441;-7.125047;-52.54326;-37.807163
64129;8;0;1,556,825.15;$2,631.79;$4,097,243,680.62;3;0.67819;-14.577551;-94.22058;-75.74967
65869;8;0;7,704,541.27;$13,509.13;$104,081,667,163.53;29;0.079225;-1.039299;19.815489;19.939919
66289;8;0;51,637,108.05;$4,355.72;$224,916,730,730.22;13;0.033484;-35.261868;-38.301857;-23.34586
66652;8;0;192,288,409.63;$10,198.99;$1,961,146,771,511.16;3;0.010865;-0.079112;5.168517;-3.611624
66857;8;0;8,413,071.44;$31,754.56;$267,153,413,143.78;3;0.041112;8.506316;23.959957;17.845634
71191;8;0;2,172,462.60;$6,794.18;$14,760,097,672.26;13;0.003847;-24.518415;-49.779465;-43.956482
71323;5;1;9,753,519.68;$15,922.08;$155,296,350,099.84;32;-0.02098;-1.630502;18.478785;16.243967
71323;5;2;23,269.60;$15,922.08;$370,500,536.75;3;-0.02098;-1.630502;18.478785;16.243967
73317;8;0;1,563,772.82;$170,997.04;$267,400,528,876.41;1;37.50478;28.538395;13.303947;8.095767
73493;8;0;7,760,695.87;$16,113.63;$125,053,008,913.51;32;1.67E-04;-0.041954;6.84272;9.796829
75716;8;0;103,961,311,236,430;$0.00;$5,858,257.18;1;0;0;0;0
75995;5;1;590,424.10;$1.13;$669,410.97;3;5.418524;-72.6585;-98.87317;162.64938
75995;5;2;1,026,215.79;$1.16;$1,185,609.32;1;5.418797;-72.65828;-98.87282;162.62978
