Fecha corte;Nombre Entidad;Cód. Negocio;Cod Transacción
31/03/2024;BBVA ASSET MANAGEMENT S.A. S.F.;8686;1
31/03/2024;BBVA ASSET MANAGEMENT S.A. S.F.;8686;2
31/03/2024;BBVA ASSET MANAGEMENT S.A. S.F.;8734;3
31/03/2024;BBVA ASSET MANAGEMENT S.A. S.F.;8734;4
31/03/2024;BBVA ASSET MANAGEMENT S.A. S.F.;8734;5
31/03/2024;BBVA ASSET MANAGEMENT S.A. S.F.;8734;6
31/03/2024;BBVA ASSET MANAGEMENT S.A. S.F.;8734;7
31/03/2024;BBVA ASSET MANAGEMENT S.A. S.F.;8734;8
31/03/2024;BBVA ASSET MANAGEMENT S.A. S.F.;8734;9
31/03/2024;BBVA ASSET MANAGEMENT S.A. S.F.;8734;10
31/03/2024;BBVA ASSET MANAGEMENT S.A. S.F.;8734;11
31/03/2024;BBVA ASSET MANAGEMENT S.A. S.F.;8742;12
31/03/2024;BBVA ASSET MANAGEMENT S.A. S.F.;8742;13
31/03/2024;BBVA ASSET MANAGEMENT S.A. S.F.;8742;14
31/03/2024;BBVA ASSET MANAGEMENT S.A. S.F.;8742;15
31/03/2024;BBVA ASSET MANAGEMENT S.A. S.F.;8742;16
31/03/2024;BBVA ASSET MANAGEMENT S.A. S.F.;8742;17
31/03/2024;BBVA ASSET MANAGEMENT S.A. S.F.;8742;18
31/03/2024;BBVA ASSET MANAGEMENT S.A. S.F.;11962;19
31/03/2024;BBVA ASSET MANAGEMENT S.A. S.F.;11962;20
31/03/2024;BBVA ASSET MANAGEMENT S.A. S.F.;11962;21
31/03/2024;BBVA ASSET MANAGEMENT S.A. S.F.;11962;22
31/03/2024;ACCIONES Y VALORES S.A.;58695;23
31/03/2024;ACCIONES Y VALORES S.A.;58735;24
31/03/2024;BBVA ASSET MANAGEMENT S.A. S.F.;69368;25
31/03/2024;ACCIONES Y VALORES S.A.;80428;26
31/03/2024;BBVA ASSET MANAGEMENT S.A. S.F.;87342;27
31/03/2024;BBVA ASSET MANAGEMENT S.A. S.F.;87342;28
31/03/2024;BBVA ASSET MANAGEMENT S.A. S.F.;95249;29
31/03/2024;BBVA ASSET MANAGEMENT S.A. S.F.;105784;30
31/03/2024;BBVA ASSET MANAGEMENT S.A. S.F.;105786;31
31/03/2024;BBVA ASSET MANAGEMENT S.A. S.F.;105788;32
31/03/2024;ACCIONES Y VALORES S.A.;107027;33
31/03/2024;ACCIONES Y VALORES S.A.;115124;34
31/03/2024;ACCIONES Y VALORES S.A.;115127;35
31/03/2024;ACCIONES Y VALORES S.A.;115128;36
31/03/2024;ACCIONES Y VALORES S.A.;90278;37
31/03/2024;ACCIONES Y VALORES S.A.;99575;38
31/03/2024;ACCIONES Y VALORES S.A.;99575;39
31/03/2024;FIDUCIARIA COLMENA S.A.;10779;40
31/03/2024;FIDUCIARIA COLMENA S.A.;10779;41
31/03/2024;FIDUCIARIA COLMENA S.A.;10779;42
31/03/2024;FIDUCIARIA COLMENA S.A.;10779;43
31/03/2024;FIDUCIARIA COLMENA S.A.;10779;44
31/03/2024;FIDUCIARIA COLMENA S.A.;10779;45
31/03/2024;FIDUCIARIA COLMENA S.A.;10779;46
31/03/2024;FIDUCIARIA COLMENA S.A.;61583;47
31/03/2024;FIDUCIARIA COLMENA S.A.;61653;48
31/03/2024;SKANDIA SOCIEDAD FIDUCIARIA S.A.;51953;49
31/03/2024;SKANDIA SOCIEDAD FIDUCIARIA S.A.;51953;50
31/03/2024;SKANDIA SOCIEDAD FIDUCIARIA S.A.;51953;51
31/03/2024;SKANDIA SOCIEDAD FIDUCIARIA S.A.;51953;52
31/03/2024;SKANDIA SOCIEDAD FIDUCIARIA S.A.;51953;53
31/03/2024;SKANDIA SOCIEDAD FIDUCIARIA S.A.;51953;54
31/03/2024;SKANDIA SOCIEDAD FIDUCIARIA S.A.;51953;55
31/03/2024;SKANDIA SOCIEDAD FIDUCIARIA S.A.;51953;56
31/03/2024;SKANDIA SOCIEDAD FIDUCIARIA S.A.;51959;57
31/03/2024;SKANDIA SOCIEDAD FIDUCIARIA S.A.;51959;58
31/03/2024;SKANDIA SOCIEDAD FIDUCIARIA S.A.;51959;59
31/03/2024;SKANDIA SOCIEDAD FIDUCIARIA S.A.;51959;60
31/03/2024;SKANDIA SOCIEDAD FIDUCIARIA S.A.;51959;61
31/03/2024;SKANDIA SOCIEDAD FIDUCIARIA S.A.;51959;62
31/03/2024;SKANDIA SOCIEDAD FIDUCIARIA S.A.;51959;63
31/03/2024;SKANDIA SOCIEDAD FIDUCIARIA S.A.;51959;64
31/03/2024;SKANDIA SOCIEDAD FIDUCIARIA S.A.;51959;65
31/03/2024;SKANDIA SOCIEDAD FIDUCIARIA S.A.;51959;66
31/03/2024;SKANDIA SOCIEDAD FIDUCIARIA S.A.;51959;67
31/03/2024;SKANDIA SOCIEDAD FIDUCIARIA S.A.;81171;68
31/03/2024;SKANDIA SOCIEDAD FIDUCIARIA S.A.;97207;69
31/03/2024;SKANDIA SOCIEDAD FIDUCIARIA S.A.;97207;70
31/03/2024;SKANDIA SOCIEDAD FIDUCIARIA S.A.;117050;71
31/03/2024;SKANDIA SOCIEDAD FIDUCIARIA S.A.;117050;72
31/03/2024;SKANDIA SOCIEDAD FIDUCIARIA S.A.;51968;73
31/03/2024;SKANDIA SOCIEDAD FIDUCIARIA S.A.;51968;74
31/03/2024;SKANDIA SOCIEDAD FIDUCIARIA S.A.;81171;75
31/03/2024;SKANDIA SOCIEDAD FIDUCIARIA S.A.;109571;76
31/03/2024;SKANDIA SOCIEDAD FIDUCIARIA S.A.;109571;77
31/03/2024;ADCAP COLOMBIA S.A.;106809;78
31/03/2024;ADCAP COLOMBIA S.A.;106809;79
31/03/2024;ADCAP COLOMBIA S.A.;106809;80
31/03/2024;ADCAP COLOMBIA S.A.;106809;81
31/03/2024;ADCAP COLOMBIA S.A.;106810;82
31/03/2024;ADCAP COLOMBIA S.A.;106813;83
31/03/2024;ADCAP COLOMBIA S.A.;106814;84
31/03/2024;ADCAP COLOMBIA S.A.;106817;85
31/03/2024;ADCAP COLOMBIA S.A.;106814;86
31/03/2024;ADCAP COLOMBIA S.A.;106817;87
31/03/2024;ADCAP COLOMBIA S.A.;106811;88
31/03/2024;ADCAP COLOMBIA S.A.;106812;89
31/03/2024;ADCAP COLOMBIA S.A.;106816;90
31/03/2024;ADCAP COLOMBIA S.A.;106818;91
31/03/2024;ADCAP COLOMBIA S.A.;106820;92
31/03/2024;ADCAP COLOMBIA S.A.;108402;93
31/03/2024;ADCAP COLOMBIA S.A.;112099;94
31/03/2024;FIDUCIARIA LA PREVISORA S.A.;11407;95
31/03/2024;FIDUCIARIA LA PREVISORA S.A.;11407;96
31/03/2024;FIDUCIARIA LA PREVISORA S.A.;11407;97
31/03/2024;FIDUCIARIA LA PREVISORA S.A.;11407;98
31/03/2024;FIDUCIARIA LA PREVISORA S.A.;11407;99
31/03/2024;FIDUCIARIA LA PREVISORA S.A.;11427;100
31/03/2024;FIDUCIARIA LA PREVISORA S.A.;11427;101
31/03/2024;FIDUCIARIA LA PREVISORA S.A.;11427;102
31/03/2024;FIDUCIARIA LA PREVISORA S.A.;11427;103
31/03/2024;FIDUCIARIA LA PREVISORA S.A.;11427;104
31/03/2024;FIDUCIARIA LA PREVISORA S.A.;11427;105
31/03/2024;FIDUCIARIA LA PREVISORA S.A.;11403;106
31/03/2024;FIDUCIARIA LA PREVISORA S.A.;11403;107
31/03/2024;FIDUCIARIA LA PREVISORA S.A.;11403;108
31/03/2024;FIDUCIARIA LA PREVISORA S.A.;11403;109
31/03/2024;FIDUCIARIA LA PREVISORA S.A.;11403;110
31/03/2024;FIDUCIARIA LA PREVISORA S.A.;11407;111
31/03/2024;FIDUCIARIA LA PREVISORA S.A.;11407;112
31/03/2024;FIDUCIARIA LA PREVISORA S.A.;11407;113
31/03/2024;FIDUCIARIA LA PREVISORA S.A.;11407;114
31/03/2024;FIDUCIARIA LA PREVISORA S.A.;11407;115
31/03/2024;FIDUCIARIA LA PREVISORA S.A.;11427;116
31/03/2024;FIDUCIARIA LA PREVISORA S.A.;11427;117
31/03/2024;FIDUCIARIA LA PREVISORA S.A.;11427;118
31/03/2024;FIDUCIARIA LA PREVISORA S.A.;11427;119
31/03/2024;FIDUCIARIA LA PREVISORA S.A.;11427;120
31/03/2024;FIDUCIARIA LA PREVISORA S.A.;11427;121
31/03/2024;BTG PACTUAL S.A.;58564;122
31/03/2024;BTG PACTUAL S.A.;58564;123
31/03/2024;BTG PACTUAL S.A.;58564;124
31/03/2024;BTG PACTUAL S.A.;58564;125
31/03/2024;BTG PACTUAL S.A.;58564;126
31/03/2024;BTG PACTUAL S.A.;58564;127
31/03/2024;BTG PACTUAL S.A.;58699;128
31/03/2024;BTG PACTUAL S.A.;58699;129
31/03/2024;BTG PACTUAL S.A.;58699;130
31/03/2024;BTG PACTUAL S.A.;58699;131
31/03/2024;BTG PACTUAL S.A.;58877;132
31/03/2024;BTG PACTUAL S.A.;58877;133
31/03/2024;BTG PACTUAL S.A.;58877;134
31/03/2024;BTG PACTUAL S.A.;58877;135
31/03/2024;BTG PACTUAL S.A.;58877;136
31/03/2024;BTG PACTUAL S.A.;60200;137
31/03/2024;BTG PACTUAL S.A.;60200;138
31/03/2024;BTG PACTUAL S.A.;60273;139
31/03/2024;BTG PACTUAL S.A.;71258;140
31/03/2024;BTG PACTUAL S.A.;71258;141
31/03/2024;BTG PACTUAL S.A.;71258;142
31/03/2024;BTG PACTUAL S.A.;71258;143
31/03/2024;BTG PACTUAL S.A.;71259;144
31/03/2024;BTG PACTUAL S.A.;71259;145
31/03/2024;BTG PACTUAL S.A.;71259;146
31/03/2024;BTG PACTUAL S.A.;71259;147
31/03/2024;BTG PACTUAL S.A.;93624;148
31/03/2024;BTG PACTUAL S.A.;93624;149
31/03/2024;BTG PACTUAL S.A.;93624;150
31/03/2024;BTG PACTUAL S.A.;93624;151
31/03/2024;BTG PACTUAL S.A.;100095;152
31/03/2024;BTG PACTUAL S.A.;100095;153
31/03/2024;BTG PACTUAL S.A.;100095;154
31/03/2024;BTG PACTUAL S.A.;100095;155
31/03/2024;BTG PACTUAL S.A.;100095;156
31/03/2024;BTG PACTUAL S.A.;107024;157
31/03/2024;BTG PACTUAL S.A.;107024;158
31/03/2024;BTG PACTUAL S.A.;108638;159
31/03/2024;BTG PACTUAL S.A.;108638;160
31/03/2024;BTG PACTUAL S.A.;108638;161
31/03/2024;BTG PACTUAL S.A.;108638;162
31/03/2024;BTG PACTUAL S.A.;108638;163
31/03/2024;BTG PACTUAL S.A.;60348;164
31/03/2024;BTG PACTUAL S.A.;85000;165
31/03/2024;BTG PACTUAL S.A.;87268;166
31/03/2024;ALIANZA FIDUCIARIA S.A.;10824;167
31/03/2024;ALIANZA FIDUCIARIA S.A.;10824;168
31/03/2024;ALIANZA FIDUCIARIA S.A.;10824;169
31/03/2024;ALIANZA FIDUCIARIA S.A.;10824;170
31/03/2024;ALIANZA FIDUCIARIA S.A.;10824;171
31/03/2024;ALIANZA FIDUCIARIA S.A.;10824;172
31/03/2024;ALIANZA FIDUCIARIA S.A.;10824;173
31/03/2024;ALIANZA FIDUCIARIA S.A.;10936;174
31/03/2024;ALIANZA FIDUCIARIA S.A.;10936;175
31/03/2024;ALIANZA FIDUCIARIA S.A.;10936;176
31/03/2024;ALIANZA FIDUCIARIA S.A.;10936;177
31/03/2024;ALIANZA FIDUCIARIA S.A.;10936;178
31/03/2024;ALIANZA FIDUCIARIA S.A.;10936;179
31/03/2024;ALIANZA FIDUCIARIA S.A.;10936;180
31/03/2024;ALIANZA FIDUCIARIA S.A.;10936;181
31/03/2024;ALIANZA FIDUCIARIA S.A.;10936;182
31/03/2024;ALIANZA FIDUCIARIA S.A.;10936;183
31/03/2024;ALIANZA FIDUCIARIA S.A.;10936;184
31/03/2024;ALIANZA FIDUCIARIA S.A.;10936;185
31/03/2024;ALIANZA FIDUCIARIA S.A.;10936;186
31/03/2024;ALIANZA FIDUCIARIA S.A.;18462;187
31/03/2024;ALIANZA FIDUCIARIA S.A.;18462;188
31/03/2024;ALIANZA FIDUCIARIA S.A.;18462;189
31/03/2024;ALIANZA FIDUCIARIA S.A.;18462;190
31/03/2024;ALIANZA FIDUCIARIA S.A.;18462;191
31/03/2024;ALIANZA FIDUCIARIA S.A.;18462;192
31/03/2024;ALIANZA FIDUCIARIA S.A.;18462;193
31/03/2024;ALIANZA FIDUCIARIA S.A.;18462;194
31/03/2024;ALIANZA FIDUCIARIA S.A.;18462;195
31/03/2024;ALIANZA FIDUCIARIA S.A.;18462;196
31/03/2024;ALIANZA FIDUCIARIA S.A.;18462;197
31/03/2024;ALIANZA FIDUCIARIA S.A.;18462;198
31/03/2024;ALIANZA FIDUCIARIA S.A.;67403;199
31/03/2024;ALIANZA FIDUCIARIA S.A.;67403;200
31/03/2024;ALIANZA FIDUCIARIA S.A.;67403;201
31/03/2024;ALIANZA FIDUCIARIA S.A.;67403;202
31/03/2024;ALIANZA FIDUCIARIA S.A.;67403;203
31/03/2024;ALIANZA FIDUCIARIA S.A.;67403;204
31/03/2024;ALIANZA FIDUCIARIA S.A.;67404;205
31/03/2024;ALIANZA FIDUCIARIA S.A.;67404;206
31/03/2024;ALIANZA FIDUCIARIA S.A.;67404;207
31/03/2024;ALIANZA FIDUCIARIA S.A.;67404;208
31/03/2024;ALIANZA FIDUCIARIA S.A.;67404;209
31/03/2024;ALIANZA FIDUCIARIA S.A.;67404;210
31/03/2024;ALIANZA FIDUCIARIA S.A.;67404;211
31/03/2024;ALIANZA FIDUCIARIA S.A.;67404;212
31/03/2024;ALIANZA FIDUCIARIA S.A.;67404;213
31/03/2024;ALIANZA FIDUCIARIA S.A.;67404;214
31/03/2024;ALIANZA FIDUCIARIA S.A.;73723;215
31/03/2024;ALIANZA FIDUCIARIA S.A.;73723;216
31/03/2024;ALIANZA FIDUCIARIA S.A.;73723;217
31/03/2024;ALIANZA FIDUCIARIA S.A.;91394;218
31/03/2024;ALIANZA FIDUCIARIA S.A.;91394;219
31/03/2024;ALIANZA FIDUCIARIA S.A.;91394;220
31/03/2024;ALIANZA FIDUCIARIA S.A.;91394;221
31/03/2024;ALIANZA FIDUCIARIA S.A.;91394;222
31/03/2024;ALIANZA FIDUCIARIA S.A.;96832;223
31/03/2024;ALIANZA FIDUCIARIA S.A.;96832;224
31/03/2024;ALIANZA FIDUCIARIA S.A.;96832;225
31/03/2024;ALIANZA FIDUCIARIA S.A.;96832;226
31/03/2024;ALIANZA FIDUCIARIA S.A.;96832;227
31/03/2024;ALIANZA FIDUCIARIA S.A.;97466;228
31/03/2024;ALIANZA FIDUCIARIA S.A.;97466;229
31/03/2024;ALIANZA FIDUCIARIA S.A.;97466;230
31/03/2024;ALIANZA FIDUCIARIA S.A.;97466;231
31/03/2024;ALIANZA FIDUCIARIA S.A.;97466;232
31/03/2024;ALIANZA FIDUCIARIA S.A.;97466;233
31/03/2024;ALIANZA FIDUCIARIA S.A.;97466;234
31/03/2024;ALIANZA FIDUCIARIA S.A.;97588;235
31/03/2024;ALIANZA FIDUCIARIA S.A.;97588;236
31/03/2024;ALIANZA FIDUCIARIA S.A.;97588;237
31/03/2024;ALIANZA FIDUCIARIA S.A.;97588;238
31/03/2024;ALIANZA FIDUCIARIA S.A.;101366;239
31/03/2024;ALIANZA FIDUCIARIA S.A.;101366;240
31/03/2024;ALIANZA FIDUCIARIA S.A.;101366;241
31/03/2024;ALIANZA FIDUCIARIA S.A.;101366;242
31/03/2024;ALIANZA FIDUCIARIA S.A.;101366;243
31/03/2024;ALIANZA FIDUCIARIA S.A.;102610;244
31/03/2024;ALIANZA FIDUCIARIA S.A.;102610;245
31/03/2024;ALIANZA FIDUCIARIA S.A.;102610;246
31/03/2024;ALIANZA FIDUCIARIA S.A.;107463;247
31/03/2024;ALIANZA FIDUCIARIA S.A.;107463;248
31/03/2024;ALIANZA FIDUCIARIA S.A.;107463;249
31/03/2024;ALIANZA FIDUCIARIA S.A.;107463;250
31/03/2024;ALIANZA FIDUCIARIA S.A.;108387;251
31/03/2024;ALIANZA FIDUCIARIA S.A.;108387;252
31/03/2024;ALIANZA FIDUCIARIA S.A.;108387;253
31/03/2024;ALIANZA FIDUCIARIA S.A.;108387;254
31/03/2024;ALIANZA FIDUCIARIA S.A.;108387;255
31/03/2024;ALIANZA FIDUCIARIA S.A.;108387;256
31/03/2024;ALIANZA FIDUCIARIA S.A.;110358;257
31/03/2024;ALIANZA FIDUCIARIA S.A.;110358;258
31/03/2024;ALIANZA FIDUCIARIA S.A.;110358;259
31/03/2024;ALIANZA FIDUCIARIA S.A.;110358;260
31/03/2024;ALIANZA FIDUCIARIA S.A.;110358;261
31/03/2024;ALIANZA FIDUCIARIA S.A.;112335;262
31/03/2024;ALIANZA FIDUCIARIA S.A.;112335;263
31/03/2024;ALIANZA FIDUCIARIA S.A.;112335;264
31/03/2024;ALIANZA FIDUCIARIA S.A.;112335;265
31/03/2024;ALIANZA FIDUCIARIA S.A.;112335;266
31/03/2024;ALIANZA FIDUCIARIA S.A.;112335;267
31/03/2024;ALIANZA FIDUCIARIA S.A.;112618;268
31/03/2024;ALIANZA FIDUCIARIA S.A.;112618;269
31/03/2024;ALIANZA FIDUCIARIA S.A.;112618;270
31/03/2024;ALIANZA FIDUCIARIA S.A.;112618;271
31/03/2024;ALIANZA FIDUCIARIA S.A.;113579;272
31/03/2024;ALIANZA FIDUCIARIA S.A.;113579;273
31/03/2024;ALIANZA FIDUCIARIA S.A.;113579;274
31/03/2024;ALIANZA FIDUCIARIA S.A.;113579;275
31/03/2024;ALIANZA FIDUCIARIA S.A.;113579;276
31/03/2024;ALIANZA FIDUCIARIA S.A.;113579;277
31/03/2024;ALIANZA FIDUCIARIA S.A.;115466;278
31/03/2024;ALIANZA FIDUCIARIA S.A.;115466;279
31/03/2024;ALIANZA FIDUCIARIA S.A.;115466;280
31/03/2024;ALIANZA FIDUCIARIA S.A.;115466;281
31/03/2024;ALIANZA FIDUCIARIA S.A.;115466;282
31/03/2024;ALIANZA FIDUCIARIA S.A.;115466;283
31/03/2024;ALIANZA FIDUCIARIA S.A.;115723;284
31/03/2024;ALIANZA FIDUCIARIA S.A.;115723;285
31/03/2024;ALIANZA FIDUCIARIA S.A.;115723;286
31/03/2024;ALIANZA FIDUCIARIA S.A.;117569;287
31/03/2024;ALIANZA FIDUCIARIA S.A.;117569;288
31/03/2024;ALIANZA FIDUCIARIA S.A.;117569;289
31/03/2024;ALIANZA FIDUCIARIA S.A.;118816;290
31/03/2024;ALIANZA FIDUCIARIA S.A.;118816;291
31/03/2024;ALIANZA FIDUCIARIA S.A.;118816;292
31/03/2024;ALIANZA FIDUCIARIA S.A.;34163;293
31/03/2024;ALIANZA FIDUCIARIA S.A.;27283;294
31/03/2024;ALIANZA FIDUCIARIA S.A.;28403;295
31/03/2024;ALIANZA FIDUCIARIA S.A.;28405;296
31/03/2024;ALIANZA FIDUCIARIA S.A.;34630;297
31/03/2024;ALIANZA FIDUCIARIA S.A.;34644;298
31/03/2024;ALIANZA FIDUCIARIA S.A.;38802;299
31/03/2024;ALIANZA FIDUCIARIA S.A.;50261;300
31/03/2024;ALIANZA FIDUCIARIA S.A.;50272;301
31/03/2024;ALIANZA FIDUCIARIA S.A.;50276;302
31/03/2024;ALIANZA FIDUCIARIA S.A.;50277;303
31/03/2024;ALIANZA FIDUCIARIA S.A.;50278;304
31/03/2024;ALIANZA FIDUCIARIA S.A.;50280;305
31/03/2024;ALIANZA FIDUCIARIA S.A.;50283;306
31/03/2024;ALIANZA FIDUCIARIA S.A.;50287;307
31/03/2024;ALIANZA FIDUCIARIA S.A.;50304;308
31/03/2024;ALIANZA FIDUCIARIA S.A.;50410;309
31/03/2024;ALIANZA FIDUCIARIA S.A.;50411;310
31/03/2024;ALIANZA FIDUCIARIA S.A.;50439;311
31/03/2024;ALIANZA FIDUCIARIA S.A.;50518;312
31/03/2024;ALIANZA FIDUCIARIA S.A.;54582;313
31/03/2024;ALIANZA FIDUCIARIA S.A.;58247;314
31/03/2024;ALIANZA FIDUCIARIA S.A.;64114;315
31/03/2024;ALIANZA FIDUCIARIA S.A.;64114;316
31/03/2024;ALIANZA FIDUCIARIA S.A.;64114;317
31/03/2024;ALIANZA FIDUCIARIA S.A.;64129;318
31/03/2024;ALIANZA FIDUCIARIA S.A.;65869;319
31/03/2024;ALIANZA FIDUCIARIA S.A.;66289;320
31/03/2024;ALIANZA FIDUCIARIA S.A.;66652;321
31/03/2024;ALIANZA FIDUCIARIA S.A.;66857;322
31/03/2024;ALIANZA FIDUCIARIA S.A.;71191;323
31/03/2024;ALIANZA FIDUCIARIA S.A.;71323;324
31/03/2024;ALIANZA FIDUCIARIA S.A.;71323;325
31/03/2024;ALIANZA FIDUCIARIA S.A.;73317;326
31/03/2024;ALIANZA FIDUCIARIA S.A.;73493;327
31/03/2024;ALIANZA FIDUCIARIA S.A.;75716;328
31/03/2024;ALIANZA FIDUCIARIA S.A.;75995;329
31/03/2024;ALIANZA FIDUCIARIA S.A.;75995;330
31/03/2024;ALIANZA FIDUCIARIA S.A.;88247;331
31/03/2024;ALIANZA FIDUCIARIA S.A.;88247;332
31/03/2024;ALIANZA FIDUCIARIA S.A.;88247;333
31/03/2024;ALIANZA FIDUCIARIA S.A.;88247;334
31/03/2024;ALIANZA FIDUCIARIA S.A.;89435;335
31/03/2024;ALIANZA FIDUCIARIA S.A.;89435;336
31/03/2024;ALIANZA FIDUCIARIA S.A.;89435;337
31/03/2024;ALIANZA FIDUCIARIA S.A.;89435;338
31/03/2024;ALIANZA FIDUCIARIA S.A.;89435;339
31/03/2024;ALIANZA FIDUCIARIA S.A.;89435;340
31/03/2024;ALIANZA FIDUCIARIA S.A.;89435;341
31/03/2024;ALIANZA FIDUCIARIA S.A.;89435;342
31/03/2024;ALIANZA FIDUCIARIA S.A.;89435;343
31/03/2024;ALIANZA FIDUCIARIA S.A.;89854;344
31/03/2024;ALIANZA FIDUCIARIA S.A.;89854;345
31/03/2024;ALIANZA FIDUCIARIA S.A.;89854;346
31/03/2024;ALIANZA FIDUCIARIA S.A.;90256;347
31/03/2024;ALIANZA FIDUCIARIA S.A.;90256;348
31/03/2024;ALIANZA FIDUCIARIA S.A.;94490;349
31/03/2024;ALIANZA FIDUCIARIA S.A.;94490;350
31/03/2024;ALIANZA FIDUCIARIA S.A.;94490;351
31/03/2024;ALIANZA FIDUCIARIA S.A.;94490;352
31/03/2024;ALIANZA FIDUCIARIA S.A.;94490;353
31/03/2024;ALIANZA FIDUCIARIA S.A.;94490;354
31/03/2024;ALIANZA FIDUCIARIA S.A.;94490;355
31/03/2024;ALIANZA FIDUCIARIA S.A.;95663;356
31/03/2024;ALIANZA FIDUCIARIA S.A.;95663;357
31/03/2024;ALIANZA FIDUCIARIA S.A.;99250;358
31/03/2024;ALIANZA FIDUCIARIA S.A.;99251;359
31/03/2024;ALIANZA FIDUCIARIA S.A.;102088;360
31/03/2024;ALIANZA FIDUCIARIA S.A.;102362;361
31/03/2024;ALIANZA FIDUCIARIA S.A.;102362;362
31/03/2024;ALIANZA FIDUCIARIA S.A.;102363;363
31/03/2024;ALIANZA FIDUCIARIA S.A.;102363;364
31/03/2024;ALIANZA FIDUCIARIA S.A.;102363;365
31/03/2024;ALIANZA FIDUCIARIA S.A.;102364;366
31/03/2024;ALIANZA FIDUCIARIA S.A.;102364;367
31/03/2024;ALIANZA FIDUCIARIA S.A.;104027;368
31/03/2024;ALIANZA FIDUCIARIA S.A.;106232;369
31/03/2024;ALIANZA FIDUCIARIA S.A.;109445;370
31/03/2024;ALIANZA FIDUCIARIA S.A.;109445;371
31/03/2024;ALIANZA FIDUCIARIA S.A.;110153;372
31/03/2024;ALIANZA FIDUCIARIA S.A.;113190;373
31/03/2024;ALIANZA FIDUCIARIA S.A.;114155;374
31/03/2024;ALIANZA FIDUCIARIA S.A.;114991;375
31/03/2024;ALIANZA FIDUCIARIA S.A.;114991;376
31/03/2024;ALIANZA FIDUCIARIA S.A.;117568;377
31/03/2024;ALIANZA FIDUCIARIA S.A.;117755;378
31/03/2024;ALIANZA FIDUCIARIA S.A.;117755;379
31/03/2024;FIDUCIARIA POPULAR S.A.;11286;380
31/03/2024;FIDUCIARIA POPULAR S.A.;11286;381
31/03/2024;FIDUCIARIA POPULAR S.A.;11286;382
31/03/2024;FIDUCIARIA POPULAR S.A.;11286;383
31/03/2024;FIDUCIARIA POPULAR S.A.;11286;384
31/03/2024;FIDUCIARIA POPULAR S.A.;11286;385
31/03/2024;FIDUCIARIA POPULAR S.A.;11286;386
31/03/2024;FIDUCIARIA POPULAR S.A.;11286;387
31/03/2024;FIDUCIARIA POPULAR S.A.;11356;388
31/03/2024;FIDUCIARIA POPULAR S.A.;11356;389
31/03/2024;FIDUCIARIA POPULAR S.A.;11356;390
31/03/2024;FIDUCIARIA POPULAR S.A.;11356;391
31/03/2024;FIDUCIARIA POPULAR S.A.;11356;392
31/03/2024;FIDUCIARIA POPULAR S.A.;11356;393
31/03/2024;FIDUCIARIA POPULAR S.A.;31508;394
31/03/2024;FIDUCIARIA CORFICOLOMBIANA S.A.;13174;395
31/03/2024;FIDUCIARIA CORFICOLOMBIANA S.A.;103927;396
31/03/2024;FIDUCIARIA CORFICOLOMBIANA S.A.;9645;397
31/03/2024;FIDUCIARIA CORFICOLOMBIANA S.A.;53954;398
31/03/2024;FIDUCIARIA CORFICOLOMBIANA S.A.;53954;399
31/03/2024;FIDUCIARIA CORFICOLOMBIANA S.A.;53954;400
31/03/2024;FIDUCIARIA CORFICOLOMBIANA S.A.;53954;401
31/03/2024;FIDUCIARIA CORFICOLOMBIANA S.A.;53954;402
31/03/2024;FIDUCIARIA CORFICOLOMBIANA S.A.;53954;403
31/03/2024;FIDUCIARIA CORFICOLOMBIANA S.A.;53954;404
31/03/2024;FIDUCIARIA CORFICOLOMBIANA S.A.;53954;405
31/03/2024;FIDUCIARIA CORFICOLOMBIANA S.A.;53954;406
31/03/2024;FIDUCIARIA CORFICOLOMBIANA S.A.;53954;407
31/03/2024;FIDUCIARIA CORFICOLOMBIANA S.A.;53954;408
31/03/2024;FIDUCIARIA CORFICOLOMBIANA S.A.;53954;409
31/03/2024;FIDUCIARIA CORFICOLOMBIANA S.A.;53954;410
31/03/2024;FIDUCIARIA CORFICOLOMBIANA S.A.;53954;411
31/03/2024;FIDUCIARIA CORFICOLOMBIANA S.A.;76410;412
31/03/2024;FIDUCIARIA CORFICOLOMBIANA S.A.;76412;413
31/03/2024;FIDUCIARIA CORFICOLOMBIANA S.A.;76413;414
31/03/2024;FIDUCIARIA CORFICOLOMBIANA S.A.;76414;415
31/03/2024;FIDUCIARIA CORFICOLOMBIANA S.A.;105375;416
31/03/2024;FIDUCIARIA CORFICOLOMBIANA S.A.;21080;417
31/03/2024;FIDUCIARIA CORFICOLOMBIANA S.A.;51615;418
31/03/2024;FIDUCIARIA CORFICOLOMBIANA S.A.;67673;419
31/03/2024;FIDUCIARIA CORFICOLOMBIANA S.A.;74174;420
31/03/2024;FIDUCIARIA CORFICOLOMBIANA S.A.;74174;421
31/03/2024;FIDUCIARIA CORFICOLOMBIANA S.A.;74174;422
31/03/2024;FIDUCIARIA CORFICOLOMBIANA S.A.;74174;423
31/03/2024;FIDUCIARIA CORFICOLOMBIANA S.A.;74174;424
31/03/2024;FIDUCIARIA CORFICOLOMBIANA S.A.;86055;425
31/03/2024;FIDUCIARIA CORFICOLOMBIANA S.A.;86055;426
31/03/2024;FIDUCIARIA CORFICOLOMBIANA S.A.;86055;427
31/03/2024;FIDUCIARIA CORFICOLOMBIANA S.A.;88922;428
