Cod Transacción;Núm. unidades;Valor unidad para las operaciones del día t;Valor fondo al cierre del día t;Núm. Invers.;Rentab. dia;Rentab. mes;Rentab. sem;Rentab. año
9785;3,789,876.031;$12,163.57;$46,098,416,084.34;45;-0.558281;6.105713;-9.714469;-2.802684
9786;99,241.26;$0.46;$46,145.77;2;1.6635528E8;179.8433;-78.10295;-99.78222
9787;3,560,132.629;$49,041.67;$174,594,842,520.71;1;1689.1763;21.480465;33.326828;16.013554
9788;106,392,516,855.752;$17.04;$1,813,026,486,779.22;20;0.018209;13.858379;14.391135;16.113165
9789;7,118,845.019;$15,885.68;$113,087,693,903.31;3;-3.913642;-63.93753;-51.290314;-42.86399
9790;1,007,197.858;$15,090.46;$15,199,077,197.74;4;-8.840692;-66.93484;-53.663982;-43.853607
9791;1,894,487.139;$15,284.53;$28,956,338,633.51;7;-75.139046;-66.35046;-52.28977;-43.525364
9792;1,556,825.148;$2,656.71;$4,136,025,655.76;3;-77.36189;128.4618;-94.074615;-75.44626
9793;7,704,541.274;$13,508.89;$104,079,779,175.74;29;0.099085;-2.015047;19.793583;19.942898
9794;51,637,108.047;$4,504.08;$232,577,523,844.76;13;-55.999;-37.821037;-40.568634;-20.656946
9795;192,288,409.625;$10,199.15;$1,961,178,150,704.71;3;-0.071002;-0.788034;5.206273;-3.628451
9796;8,413,071.444;$31,600.40;$265,856,406,909.94;3;54.34657;10.817181;24.56979;18.206821
9797;2,172,462.6;$6,944.71;$15,087,124,722.27;13;0.003832;3.74772;-48.83829;-42.7864
9798;10,344,994.948;$15,922.10;$164,714,037,531.86;32;-0.096164;-1.89228;18.935522;16.217054
9799;24,680.723;$15,922.10;$392,968,922.16;3;-0.096164;-1.89228;18.935522;16.217054
9800;1,563,772.816;$170,071.27;$265,952,830,513.86;1;36.18282;16.323565;11.19867;8.370091
9801;7,760,695.873;$16,113.63;$125,053,017,473.34;32;2.04E-4;-0.360673;6.834944;9.797136
9802;103,961,311,236,430;$0.00;$9,698,177.23;1;0.0;0.0;0.0;0.0
9803;590,424.099;$1.26;$746,727.83;3;4.839474;-70.196754;-98.60338;193.53284
9804;1,026,215.792;$1.29;$1,322,547.00;1;4.83941;-70.19675;-98.60295;193.51035
9805;242,458.131;$10,360.70;$2,512,035,895.51;1;-2.801162;-0.980237;-0.267721;-0.21552
9806;1,193,943.469;$10,269.69;$12,261,424,611.59;7;-2.705464;-0.94649;-0.158957;-0.094463
9807;122,497.961;$10,164.79;$1,245,166,049.81;1;-2.825226;-0.988734;-0.296269;-0.241524
9808;943,772.031;$9,899.77;$9,343,127,612.55;20;-2.852122;-1.832798;-1.11633;-1.123155
9809;260,363,249.508;$203.34;$52,941,188,666.07;2;0.010531;-2.696272;5.82747;8.703487
9810;42,647,980.411;$7,744.14;$330,271,922,931.31;5;0.010581;-1.684726;6.439331;9.33368
9811;84,968,411.114;$2,994.08;$254,402,183,160.76;2;0.010567;-1.877676;6.33179;9.210165
9812;111,732,751.066;$445.41;$49,766,624,009.19;1;0.010545;-2.536336;5.786605;8.72953
9813;460,377,144.378;$74.09;$34,110,252,637.43;5;0.010529;-2.811982;5.704882;8.606294
9814;96,634,164.575;$73.96;$7,146,970,539.86;1;0.010532;-2.812718;5.646744;8.57781
9815;100,434,781.929;$203.42;$20,430,896,461.38;1;0.010526;-2.694983;5.935448;8.757971
9816;105,994,162.845;$1,729.94;$183,363,823,858.34;5;0.010556;-2.110837;6.223115;9.08593
9817;137,742,834.021;$444.65;$61,247,372,936.23;3;0.010534;-2.533816;6.010837;8.844084
9818;151,088.256;$15,643.60;$2,363,563,919.33;2;0.067131;-3.726922;4.025323;8.885214
9819;1,896,510.094;$15,642.44;$29,666,040,476.22;16;0.067131;-3.730971;3.862598;8.803191
9820;446,604.043;$15,636.65;$6,983,390,813.57;3;0.067131;-3.729312;3.956054;8.850971
9821;8,439,143.886;$23,701.01;$200,016,214,983.63;1;7.656407;-0.139221;7.110488;10.900755
9822;709,930.233;$23,185.81;$16,460,306,293.90;1;7.656407;-0.139221;7.110488;10.900994
9823;1,049,006.377;$10,136.27;$10,633,013,916.29;2;-7.833134;6.610588;0.0;0.0
9824;1,482,036.21;$10,928.72;$16,196,757,612.35;1;-3.194567;14.467673;19.495426;0.0
9825;1,422,561.054;$10,766.43;$15,315,898,721.85;2;-4.985297;7.930241;5.29845;1.62382
9826;552,618.736;$10,466.86;$5,784,183,260.19;3;-5.543205;9.270571;-6.079341;-3.228968
9827;2,223,054.315;$10,526.10;$23,400,094,813.50;2;-3.216474;15.25395;4.541353;0.0
9828;14,515.45;$10,373.02;$150,569,121.13;2;-2.106877;7.99943;-10.728922;-4.975987
9829;962,708.662;$10,263.42;$9,880,680,941.70;1;-7.595902;6.954601;5.731513;0.0
9830;609.991;$16,301.89;$9,944,012.92;1;-5.86948;1.501374;-27.794613;-6.053029
9831;6,097,372.499;$16,308.33;$99,437,963,422.45;2;-5.869612;1.50137;-27.794655;-6.054199
9832;6,499,787.899;$13,150.97;$85,478,504,024.71;2;-2.669061;5.833759;3.746613;1.642489
9833;31,347,896.148;$12,178.83;$381,780,645,420.45;2;-0.886794;0.697902;7.711707;8.65276
9834;107,166.373;$441,496.75;$47,313,605,065.26;3;3.938203;8.967931;36.371735;47.441433
9835;62,032,315,189.318;$0.16;$9,995,934,163.32;1;-11.695634;-5.243184;-14.025894;-92.86796
9836;2,109,824,633.973;$1.88;$3,971,847,209.30;3;-37.357002;-5.689487;-9.9387;-94.65619
9837;165,213,506,178.208;$0.30;$50,385,017,036.70;2;-28.562233;-3.398736;-10.044819;-89.5729
9838;776,172,085,106.602;$0.16;$127,718,948,079.15;2;-12.088046;-1.374155;-1.212521;-92.99868
9839;12,906,454,952.511;$0.86;$11,056,133,468.38;3;-24.674147;-3.88335;-9.817937;-88.770195
9840;13,683,470.489;$9,808.41;$134,213,097,663.51;2;-27.441017;-4.214396;0.0;0.0
9841;4,164,636,160,550.59;$0.02;$67,580,088,515.17;3;-10.715297;-4.465179;-4.490037;-91.120346
9842;43,879,331.914;$12,703.68;$557,429,033,808.76;4;14.967907;14.369864;14.181251;13.753407
9843;43,898,934.659;$12,645.12;$555,107,165,295.66;3;15.685116;14.834837;14.882743;14.711282
9844;4,828,899;$10,235.46;$51,425,998,225.35;1;0.039289;-0.859196;-5.245828;-1.81811
9845;3,331,157.697;$10,032.97;$33,421,397,125.11;7;0.039289;-3.856578;-3.737579;-2.658848
9846;51,752,508.532;$5,169.72;$267,545,979,400.32;2;58.771748;7.694488;11.63118;8.965237
9847;7,124,329.829;$11,598.32;$82,630,239,112.00;4;0.010913;8.901328;12.682749;0.0
9848;9,229,687.322;$10,779.79;$99,494,124,950.06;2;17.585476;15.287599;15.194902;0.0
9849;846,761.38;$10,672.02;$9,036,653,069.93;2;16.205706;13.563203;11.911836;0.0
9850;100,000;$10,142.24;$1,014,224,430.85;1;16.205706;11.360111;0.0;0.0
9851;5,160,942.1;$10,346.49;$53,397,638,968.30;3;12.386483;12.321626;0.0;0.0
9852;1,236,236.669;$8,431.03;$10,422,749,390.98;1;-51.58506;-8.435118;0.0;0.0
9853;12,362.756;$8,443.95;$104,390,455.05;1;-13.252966;-6.582638;0.0;0.0
9854;4,080,273.756;$12,364.39;$55,165,784,800.62;1226;10.535698;11.334021;12.348056;11.740266
9855;67,924.952;$12,428.88;$841,188,318.05;25;10.75388;11.553774;12.569804;11.960819
9856;283,770.454;$12,461.31;$3,564,006,934.58;23;10.863294;11.663976;12.681008;12.071422
9857;16,303,438.132;$12,205.14;$193,939,452,224.59;77;9.993975;10.788396;11.797476;11.192656
9858;5,008,111.796;$14,041.98;$95,849,491,811.20;22;11.413611;12.218257;13.240324;12.627721
9859;1,451,067.5;$12,526.50;$52,437,185,863.49;39;11.082769;11.885032;12.904071;12.293282
9860;1,930,905.434;$14,666.57;$26,991,481,747.74;590;9.993975;10.788396;11.797476;11.192239
9861;26,100.071;$12,580.72;$905,350,092.24;2;11.413614;12.218257;13.24031;12.627713
9862;1,055,363.512;$19,934.84;$20,997,595,131.57;336;9.506038;11.52551;11.999266;11.600011
9863;31,488,631.616;$12,528.04;$411,993,752,287.17;196;9.506038;11.52551;11.999266;11.600011
9864;7,857,956.148;$12,860.14;$101,184,399,734.42;166;10.262581;12.295966;12.773465;12.371218
9865;27,765,697.296;$12,344.50;$342,753,777,347.09;12;10.809383;12.852825;13.332203;12.92821
9866;449,410.679;$12,843.28;$5,771,907,735.49;12;10.919394;12.964858;13.444711;13.040318
9867;858,764.948;$12,454.68;$10,623,472,799.21;80;9.506038;11.52551;11.999266;11.600011
9868;800,316.651;$18,089.60;$14,478,483,165.80;161;2.713378;11.196559;13.892732;13.563193
9869;80,519,063.28;$20,143.11;$1,762,318,157,418.50;189;8.976856;11.336648;13.765731;12.943168
9870;59,543,661.972;$12,444.01;$730,770,377,352.63;149;11.206175;10.662324;12.020267;11.960973
9871;404,850.035;$27,806.28;$11,257,374,752.04;147;4.395352;10.211017;15.091189;14.330594
9872;19,982,158.138;$51,487.75;$970,535,092,952.46;86;9.337407;11.849711;13.695888;13.12419
9873;663,057.762;$47,108.37;$31,074,929,265.48;2009;8.036107;10.512773;12.339469;11.76984
9874;2,554,123.943;$47,667.02;$120,497,038,645.96;8;8.144174;10.626191;12.451174;11.913288
9875;1,058,256.069;$13,046.60;$19,681,369,677.93;19;8.61098;11.077282;13.06837;12.446345
9876;483,810.259;$49,025.72;$12,578,387,533.92;20;8.360632;11.271554;13.104485;12.431194
9877;4,456,762.826;$49,863.79;$207,253,038,025.50;8;8.903668;11.402006;13.253116;12.68002
9878;1,612,105.551;$47,169.91;$74,692,712,845.08;98;8.083214;10.54247;12.346896;11.782901
9879;159,040.487;$47,024.30;$7,709,564,172.95;4;7.497385;10.3952;13.256695;12.011944
9880;1,828,893.948;$45,402.55;$82,822,719,244.88;1288;7.497385;9.957449;11.79168;11.220168
9881;2,944,084.706;$47,074.84;$134,722,828,296.97;43;7.928148;10.416759;12.223847;11.686121
9882;8,366,127.064;$48,883.98;$392,637,445,381.93;308;8.609619;11.071691;12.899114;12.334591
9883;2,138,670.96;$49,194.10;$120,268,344,218.91;9;8.711884;11.179652;13.026117;12.480523
9884;1,487,048.875;$12,379.23;$18,317,105,857.66;154;7.712552;10.184532;12.035209;11.481527
9885;8,303,451.75;$48,841.89;$405,545,921,892.66;3;8.469023;10.956396;12.784241;12.242242
9886;362,156.15;$16,776.77;$6,075,809,429.90;20;112.417336;22.993538;23.293192;13.433358
9887;23,765,222.347;$4,314.39;$102,732,328,997.42;93;2.714817;11.559581;17.102201;15.998423
9888;93,417.595;$31,399.76;$2,933,290,032.07;104;951.0944;46.407387;27.78171;-2.524244
9889;1,565,047.424;$2,376.07;$3,718,656,508.42;176;1654.0564;73.95975;62.09864;30.902504
9890;276,259.245;$11,475.71;$3,170,270,579.54;13;12.326365;13.07623;13.248169;10.109139
9891;13,199,916.436;$13,024.92;$171,927,823,925.06;8;-1.458064;-0.185539;-24.4151;-32.396595
9892;37,711,346.863;$171.82;$6,479,422,297.51;3;-1.78377;-99.782646;18653.473;-53.706413
9893;949,765.538;$2,771.23;$2,632,017,095.34;1;-96.88443;-16.014511;5.022727;-12.015456
9894;5,130,496.689;$13,112.32;$67,272,700,585.03;1;0.01223;-6.31038;-14.092485;-11.914194
9895;2,337,056.249;$12,268.23;$28,671,548,483.46;1;0.01223;-1.351441;-13.549122;-11.406202
9896;119,656.441;$10,620.59;$1,270,822,469.46;1;0.01223;-9.441442;-14.600181;-12.449267
9897;2,015,622.911;$13,174.09;$26,554,004,156.63;4;0.01223;-9.406228;-14.593509;-12.442211
9898;1,418,698.287;$11,633.28;$16,504,116,694.07;1;0.01223;-9.449192;-14.600851;-12.449947
9899;6,983.53;$24,352.52;$170,066,574.38;1;-0.837792;42.324745;-15.517688;-17.49627
9900;613,016.474;$17,525.92;$10,743,678,252.43;1;-0.83779;42.324745;-15.517688;-17.49627
9901;210,381.024;$19,875.98;$4,181,528,081.28;1;-0.83779;42.32474;-15.517688;-17.49627
9902;44,339.008;$19,770.15;$876,588,659.65;1;-4.493145;-30.819807;-35.872814;-2.745979
9903;114,907.656;$19,825.63;$2,278,116,297.12;1;-4.493144;-30.819807;-35.872814;-2.745979
9904;152,571.998;$16,509.40;$2,518,872,168.78;1;-4.493144;-30.819807;-35.872814;-2.745979
9905;131,232.263;$19,746.91;$2,591,431,603.58;1;-4.493145;-30.819807;-35.872814;-2.745979
9906;59,261.361;$19,770.15;$1,171,605,761.49;1;-4.493144;-30.819807;-35.872814;-2.745979
9907;17,446,096.179;$17,544.39;$306,081,117,272.52;1;-9.317849;-0.724758;0.0;0.0
9908;917,000;$17,544.39;$16,088,205,731.65;1;-9.317849;-0.724758;0.0;0.0
9909;550,080,312,414.408;$0.01;$3,706,454,434.31;1;-9.317849;-0.716373;170.96808;122.308174
9910;10,369,525,033,935.424;$0.01;$69,870,421,195.83;2;-9.317849;-0.716369;170.96652;122.30623
9911;0;$10,000.00;$0.00;0;0.0;0.0;0.0;0.0
9912;385,435.795;$19,621.79;$7,562,940,490.29;1;18.421038;40.06408;39.81675;24.260265
9913;131,188.694;$19,621.79;$2,574,157,073.74;1;18.421038;40.06408;39.81675;24.260265
9914;160,003.751;$15,032.31;$2,405,226,083.73;1;22.450363;49.731148;21.93208;24.829542
9915;186,156.466;$16,448.12;$3,061,924,657.01;1;22.450363;49.731148;21.93208;24.829542
9916;14,133,908.95;$16,447.34;$232,465,173,560.49;1;22.450363;49.731148;21.93208;24.829542
9917;397,687.104;$14,636.40;$5,820,706,457.65;10;13.811477;12.010378;9.146201;8.718029
9918;0;$10,000.00;$0.00;0;0.0;0.0;0.0;0.0
9919;0;$10,000.00;$0.00;0;0.0;0.0;0.0;0.0
9920;1,272,134.383;$8,949.26;$11,384,660,438.28;1;-8.95298;-95.25559;-83.21226;-34.826004
9921;61,210.249;$8,949.26;$547,786,391.25;1;-8.95298;-95.25559;-83.21226;-34.826004
9922;574,555.152;$8,922.48;$5,126,456,739.55;18;0.020481;-54.428562;-32.120014;-30.310984
9923;0;$10,000.00;$0.00;0;0.0;0.0;0.0;0.0
9924;198,592.182;$8,922.48;$1,771,934,731.70;5;0.020481;-54.428562;-32.120014;-30.310984
9925;5,000;$5,446.43;$27,232,145.20;1;-90.86254;-8.821691;-41.818054;-32.41643
9926;259,603.109;$11,704.02;$3,038,400,118.07;1;15.8538;16.738997;18.308256;14.6496
9927;247,300;$12,423.19;$3,072,254,586.16;1;8.210158;8.959123;15.697444;16.578468
9928;250,000;$12,344.76;$3,086,190,702.51;1;8.210158;8.959123;15.697444;16.578468
9929;0;$10,000.00;$0.00;0;0.0;0.0;13.073572;15.256185
9930;0;$10,000.00;$0.00;0;0.0;0.0;0.0;0.0
9931;53,725.789;$11,084.40;$595,518,262.29;1;0.002917;21.47611;8.50466;0.0
9932;82,902.127;$145,353.17;$12,050,086,999.22;1;0.002917;21.47611;8.50466;40.831547
9933;597,364.599;$145,353.17;$86,828,838,809.13;1;0.002917;21.47611;8.50466;40.831547
9934;9,930,776.272;$10,697.71;$106,236,591,204.57;3;4.996958;27.702589;29.12547;0.0
9935;99,402.559;$10,697.55;$1,063,364,075.76;1;4.996959;27.702589;29.12159;0.0
9936;360,000;$10,647.72;$3,833,178,363.65;1;11.574405;11.792161;11.244839;0.0
9937;1,000;$10,647.72;$10,647,717.83;1;11.574432;11.792171;11.244842;0.0
9938;506,538.12;$58,212.48;$29,486,842,609.57;1;3.06E-4;-1.496743;0.0;0.0
9939;2,500;$58,217.45;$145,543,628.01;1;3.06E-4;-1.496743;0.0;0.0
9940;13,665,000;$11,423.47;$156,101,656,558.72;2;1.693657;10.675155;0.0;0.0
9941;43,173,839.507;$10,609.74;$453,967,226,666.48;60;8.83833;11.729984;12.774585;0.0
9942;22,891,382.984;$10,582.60;$241,360,017,555.93;14480;8.295619;11.172893;12.212301;0.0
9943;29,942,658.574;$10,609.74;$326,138,365,776.64;56;8.83833;11.729984;12.774585;0.0
9944;3,688,382.094;$10,582.60;$37,966,721,645.30;238;8.295619;11.172893;12.212301;0.0
9945;19,119,354.216;$10,636.94;$197,124,136,585.07;13;9.383754;12.289858;13.33968;0.0
9946;64,421,244.129;$10,626.05;$694,660,147,968.77;215;9.165258;12.065573;13.113304;0.0
9947;17,114,385.453;$10,650.57;$174,459,565,091.95;4;9.657487;12.570844;13.623285;0.0
9948;15,705,318.445;$10,582.60;$165,138,115,201.39;1484;8.295619;11.172893;12.212301;0.0
9949;117,039.611;$3,990,330.77;$478,230,241,876.20;84;9.657487;12.570844;13.623285;13.417323
9950;30,045,419.593;$10,598.88;$320,929,030,567.30;669;8.620921;11.506814;12.549335;0.0
9951;39,566.946;$1,418,153.94;$55,880,723,172.78;485;-1.167232;8.957505;13.210619;12.836584
9952;1,105,510.021;$2,872.99;$3,176,122,834.47;92;45.021038;24.33788;21.056795;14.059409
9953;20.651;$11,529.58;$238,092.82;1;10.5354;12.186685;13.38411;13.000861
9954;811,950.732;$12,454.79;$10,108,056,752.57;125;9.167898;10.793642;11.976538;11.597814
9955;19,882,458.576;$12,503.98;$238,423,733,288.00;7;10.375064;12.018735;13.214675;12.831775
9956;405,846,784.46;$3,071.61;$1,254,025,174,857.43;80;9.714969;11.348837;12.537645;12.157028
9957;37,924,176.364;$12,571.78;$476,577,501,150.43;8;9.714969;11.348837;12.537645;12.157028
9958;85,996,359.361;$3,127.12;$329,884,486,663.34;17;10.540706;12.186837;13.384566;13.001093
9959;3,835,121.898;$3,086.31;$9,393,105,906.67;52;9.934562;11.571691;12.762872;12.381496
9960;24,854,389.129;$3,056.97;$89,347,018,383.56;169;9.495813;11.126427;12.312866;11.933008
9961;624,669.711;$10,021.50;$12,598,812,544.02;2;10.044523;0.0;0.0;0.0
9962;4,130,247.1;$10,160.60;$41,965,794,644.25;116;13.487355;-10.440375;1.420788;9.314894
9963;3,894,267.173;$23,056.69;$89,788,929,175.88;2;-0.309771;-0.315027;-2.057587;-8.853896
9964;1,424,362.881;$14,275.87;$20,322,806,694.21;215;4.075019;11.977893;13.179819;12.989001
9965;4,675,532.695;$12,786.59;$60,917,216,636.12;480;8.862744;12.166076;13.763899;13.256457
9966;533,895.902;$13,214.08;$7,083,017,204.72;117;40.387524;19.015839;17.800661;13.86718
9967;1,182,032.992;$12,283.32;$14,487,933,731.93;691;161.28592;18.246529;17.609844;16.18664
9968;2,164.39;$12,234.55;$26,480,332.72;12;161.28592;18.246525;17.609846;16.18664
9969;4,580,310.233;$11,397.96;$52,206,208,801.22;207;9.758433;10.667215;13.828013;0.0
9970;1,717,552.158;$14,047.76;$24,127,757,944.11;2;-2.838091;3.75292;14.844174;8.07979
9971;4,131,870.939;$13,978.13;$57,755,811,960.45;259;-3.346563;3.411188;14.469067;7.745256
9972;7,341,057.853;$15,416.09;$113,170,405,087.06;5;21.019062;20.96329;-7.576178;-2.628721
9973;166,821.492;$10,058.66;$1,678,001,064.39;15;-2.724119;-3.694985;-2.540632;-4.66317
9974;927,488.708;$3,030.95;$2,811,170,836.06;11;-1.056288;-2.683286;-53.417473;-36.224213
9975;663,719.557;$10,014.49;$6,646,812,250.92;3;0.0;-3.03;-3.3059;-3.266
9976;5,023,789.178;$4,520.85;$22,711,802,577.43;44;-87.704636;-12.180832;-8.771276;-30.303728
9977;22,763,052.81;$43,945.03;$1,000,323,045,813.40;3;19.892078;14.483115;-5.156137;2.950382
9978;309,038,110,766,555.25;$0.00;$15,199,192,789.01;7;-4.570127;-5.221637;-7.538199;20.6842
9979;60,142,984.832;$15,659.38;$941,801,633,687.25;1;5.369226;10.663697;4.46465;4.436956
9980;14,745,309.863;$17,436.60;$257,108,118,523.33;2;21.413256;18.543411;8.039675;5.672508
9981;6,570,375.424;$17,302.45;$113,183,573,103.88;3;21.094362;8.279349;12.486036;6.773208
9982;482,214,450.496;$1,431.49;$690,287,573,040.23;6;-0.852331;-0.518982;-7.809869;12.358232
9983;47,431,080.243;$15,213.20;$715,178,322,960.32;2;-0.868043;17.239471;9.233933;9.311949
9984;10,211,789.961;$7,250.42;$74,039,793,977.14;12;-1.302829;-3.884959;3.676888;1.206938
9985;14,339,975.456;$7,369.92;$105,684,410,053.05;5;-0.782196;-1.592174;4.600867;1.843517
9986;390,610,547.922;$181.43;$70,866,662,504.69;10;-2.562421;-3.238448;-17.42509;-13.460824
9987;3,268,200.385;$17,683.32;$57,792,627,782.37;12;-0.764764;-1.431;18.145992;9.278855
9988;136,694.134;$17,802.53;$2,433,501,996.90;4;-0.736186;-1.298518;18.360104;9.302282
9989;3,473,503;$6,497.46;$22,568,946,573.91;3;-0.48798;-0.986314;89.286156;32.374065
9990;41,679;$10,780.12;$449,304,671.93;1;0.0;-14.087753;158.27762;36.24608
9991;2,380,000;$10,864.03;$25,856,380,140.75;10;0.0;-5.77E-4;3.068024;0.0
9992;2,590,893;$10,695.75;$27,711,535,404.50;4;0.0;-14.195165;158.21298;36.118366
9993;4,110,364;$9,460.99;$38,888,129,876.82;9;-1.180462;-16.902508;157.98236;33.140457
9994;255,516.42;$8,943.90;$2,285,313,481.44;3;-24.009628;-24.688202;-13.206178;-9.231438
9995;11,952,868.066;$11,297.87;$133,391,906,435.27;2;18.247839;16.092827;1.748687;7.243043
9996;42,394,740.09;$10,809.95;$458,285,133,491.31;2;15.821826;11.659984;11.615455;0.0
9997;1,173,459.078;$6,863.93;$8,054,540,270.81;28;-14.163133;-0.749482;-13.128818;-26.168533
9998;445,965.052;$6,988.05;$3,116,426,327.15;2;-14.462101;-1.130326;-13.609778;-23.68337
9999;121,880,000;$13,848.23;$1,687,822,077,538.41;1673;14087.545;68.58974;71.652054;29.01116
10000;2,800,000;$50,443.84;$141,242,746,780.83;6;88.81049;0.0;0.0;0.0
10001;42,231,111.132;$12,697.65;$539,418,352,443.49;391;15.016941;11.837373;13.154026;12.757301
10002;20,896,071.733;$16,363.11;$480,039,476,424.74;126;15.358791;12.169217;13.500984;13.086055
10003;17,331,872.571;$19,124.66;$314,975,844,608.21;7;14.283154;11.123241;12.430853;12.025914
10004;84,620,435.735;$20,599.27;$1,742,374,903,059.36;5;14.790161;11.616267;12.929669;12.522939
10005;531,410.044;$23,725.70;$12,610,657,403.35;8503;14.790161;11.616433;12.929725;12.523057
10006;18,879,370.691;$16,612.37;$314,303,760,322.45;37;14.115143;10.959862;12.266266;11.861566
10007;5,632,123.225;$14,305.11;$77,298,499,728.22;2;13.891893;10.742768;12.04592;11.642365
10008;12,412,117.412;$13,252.14;$163,475,332,442.99;1798;14.903439;11.728481;13.041703;12.63521
10009;14,324,131.953;$20,123.46;$338,111,549,787.13;4;15.473192;12.280457;13.601677;13.192525
10010;9,630.198;$43,925.95;$421,514,348.55;173;13.467608;12.523815;13.898001;13.615952
10011;2,052,171.061;$12,593.72;$25,844,475,188.79;1;13.130017;12.189024;13.559132;13.27792
10012;4,739,483.725;$36,902.07;$181,455,878,000.61;2;11.964062;11.032741;12.389159;12.11064
10013;2,169,837.661;$33,338.74;$72,452,981,808.67;67224;11.799451;10.869605;12.225356;11.948113
10014;4,792,550.632;$34,520.15;$164,091,003,931.22;16;11.799451;10.869537;12.223553;11.945668
10015;13,067,136.215;$34,800.25;$455,973,807,577.44;6406;11.914164;10.980943;12.33776;12.059765
10016;44,612,089.104;$12,575.14;$489,902,874,375.53;3;12.460809;11.525367;12.887412;12.60785
10017;18,615,017.093;$41,808.32;$780,264,690,999.16;575;13.017931;12.078412;13.448791;13.169885
10018;34,893,233.879;$35,085.33;$1,224,272,255,642.91;33449;10.983584;10.035396;11.382624;11.105708
10019;8,207,689.335;$35,859.32;$300,644,890,608.72;445;12.01904;11.089443;12.456189;12.176263
10020;16,518,797.18;$38,078.12;$618,659,781,766.46;184;12.129157;11.203717;12.549966;12.28043
10021;1,740,842.219;$3,908.41;$6,814,753,604.38;267;-18.394985;-8.832924;14.849996;15.036951
10022;88,647.324;$12,764.33;$1,131,524,019.31;3;11.525963;-9.947401;5.653644;-16.375624
